job_id,source,title,company,matched_skills,description_summary
li_4434260003,linkedin,"Full-Stack Developer, Business Applications & Automation",VLCM,"[""Cybersecurity"", ""Dashboard & Reporting"", ""ERP"", ""SQL"", ""Web Framework""]","With clients across industries and geographies, we solve complex IT challenges by collaborating with best-in-class technology partners and hiring the brightest minds in the business. Job Description VLCM is hiring a practical full-stack developer to build internal web applications, data tools, system integrations, and automation that helps teams work better. You will work directly with internal teams to understand how work gets done, identify the right path, estimate the effort, and own..."
li_4426896208,linkedin,ML Engineer,CreatorIQ,"[""AI Application"", ""Classification"", ""Java/Python"", ""Machine Learning"", ""Neural Network""]","CreatorIQ is the operating system for creator-led growth trusted by more than 1,300 global brands and agencies. Machine Learning Engineer, Applied AI As a MLE you'll join our Product Innovations team and work across the full applied ML stack - deploying models, building the evaluation systems that tell us whether they actually work, and making the data and infrastructure decisions that turn experimental data science into cost-efficient products. By embracing our core values of being..."
li_4436327784,linkedin,Data Management Analyst with Security Clearance,Galapagos Federal Systems,"[""Dashboard & Reporting"", ""SAP/Oracle"", ""SQL""]","Overview Tactica Solutions, LLC is seeking a highly skilled and detail-oriented Data Management Analyst to support a Systems Engineering & Technical Assistance (SETA) contract for the U.S. Preferred Qualifications: - Experience with Army Vantage, MAVEN Smart Systems (MSS), or APAS. - Familiarity with military supply chain, logistics, or financial management systems (e.g., LMP, GCSS-Army). - Microsoft Power BI Data Analyst certification. Tactica Solutions LLC reserves the right to change or..."
li_4413481714,linkedin,Full Stack Engineer,Harness,"[""Backend Development"", ""CI/CD"", ""SQL"", ""Security Audit"", ""Web Framework""]","Our financial technology platform connects consumers with nonprofits, financial institutions, and brands, helping consumers’ everyday spending to be a true representation of who they are—an ongoing vote for the world they want to live in. About the Role We’re looking for a Full-Stack Software Engineer (Hybrid, Tampa, FL) to help power the next generation of Harness products. You’ll collaborate closely with engineers, designers, and product managers to deliver polished features that connect..."
li_4432364487,linkedin,"UX Designer, YouTube Effects",Google,[],"As an Interaction Designer, you'll apply user-centered design methods to craft industry-leading user experiences from concept to execution, working with design partners to evolve the Google design language to build beautiful, innovative products. At Google, we ""Focus on the user and all else will follow."" In this role, you will focus on enabling third-party effect creators to build new and exciting effects within YouTube's web-based Effect Maker tool. You will design, validate, and refine..."
li_4427307176,linkedin,ML Engineer,CreatorIQ,"[""AI Application"", ""Classification"", ""Java/Python"", ""Machine Learning"", ""Neural Network""]","CreatorIQ is the operating system for creator-led growth trusted by more than 1,300 global brands and agencies. Machine Learning Engineer, Applied AI As a MLE you'll join our Product Innovations team and work across the full applied ML stack - deploying models, building the evaluation systems that tell us whether they actually work, and making the data and infrastructure decisions that turn experimental data science into cost-efficient products. By embracing our core values of being..."
li_4420157318,linkedin,Machine Learning Engineer,10a Labs,"[""CI/CD"", ""Classification"", ""Cybersecurity"", ""Java/Python"", ""Machine Learning"", ""Performance Measurement"", ""UI Prototyping""]","Our adversarial red teaming, model evaluations, and intelligence collection enable engineering, safety, and security teams to stay ahead of evolving threats and deploy AI systems safely. You will work both independently and collaboratively across projects involving multimodal classification systems, frontier model evaluations, model distillation research, and agentic workflows. Preferred Experience working with frontier language models, multimodal foundation models, or AI safety..."
li_4411422122,linkedin,Developer,TechCollect,"[""Agile/Scrum"", ""Backend Development"", ""Digital Transformation"", ""SDLC"", ""SQL"", ""Version Control"", ""Web Framework"", ""Workflow Design""]","As a Developer at Techcollect.ai, you will be a key player in designing, developing, and maintaining our cutting-edge SaaS platform. You will work closely with a collaborative team to build high-quality features, troubleshoot technical challenges, and ensure the success of our customers. We innovate cutting-edge solutions, fostering a dynamic culture where talent thrives and collaboration fuels groundbreaking advancements."
li_4401814450,linkedin,Full Stack Engineer,Campfire,"[""Java/Python"", ""SAP/Oracle"", ""Web Framework""]","About Us Campfire is on a mission to redefine the accounting software landscape by taking on giants like Netsuite to build modern accounting software for startups and mid-size tech companies. About The Role🌟 Join our engineering team as a full-stack or back-end developers at Campfire, you'll be the architect behind building our mission-critical software to delight our customers. 💼 We Need Someone Who Has Expertise: Proven track record with Python, NextJS/React and Tailwind. Reach out, share..."
li_4422384759,linkedin,Machine Learning Operations Engineer,Sintela,"[""Algorithm Design"", ""Classification"", ""Cybersecurity"", ""ETL Process"", ""Java/Python"", ""Linux Administration"", ""Machine Learning"", ""Version Control""]","Central to Sintela’s success is the Autonomous Detection Group, which develops and maintains machine learning and signal processing algorithms for DAS. Sintela is recruiting a Machine Learning Operations Engineer to join the Autonomous Detection Group. &nbsp; What You will Do As a Machine Learning Operations Engineer, your role will be to build and maintain tools that streamline existing and new machine learning and signal processing workflows. You will enable the Autonomous Detection Group to..."
li_4409483529,linkedin,Full Stack Engineer,Matic Robots,"[""API Design"", ""Backend Development"", ""Java/Python"", ""SQL"", ""Web Framework""]","At Matic, we’re on a mission to recapture that lost time, and we’re doing it by revolutionizing home robotics. Our Culture Matic is a tight-knit and collaborative team, singularly focused on building products our customers will cherish. As one of the earliest members of our team, you’ll work closely with product, design, and marketing to create an incredible user journey—spanning our responsive e-commerce site to the cloud services that power it."
li_4416266313,linkedin,Software Engineer/Software Developer,FOTOMILL STUDIOS LIMITED,"[""Algorithm Design"", ""Java/Python"", ""Version Control""]","A mix of full-stack, front-end, back-end, UI/UX. A mix of experience from DoD and Intel Agencies would be very welcomed. The skills and job responsibilities from the job matrix spreadsheet are desired."
li_4339359328,linkedin,AI Software Engineer,"Gallatin AI, Inc.","[""AI Application"", ""ETL Process"", ""Java/Python"", ""Machine Learning"", ""Process Optimization""]","We build AI systems that determine how logistics decisions are made — not just how they're executed. You’ll work across the full AI/ML lifecycle—from defining and building models to evaluating and deploying large scale ML pipelines and real-time inference systems—while collaborating with cross-functional teams to deliver impactful, real-world AI applications. Mission and Identity We are building the system that enables faster, smarter logistics decisions in contested environments, and we're..."
li_4436159307,linkedin,Full-Stack Software Engineer,Straia,"[""AI Application"", ""Backend Development"", ""Data Modeling"", ""Machine Learning"", ""SQL"", ""Web Framework""]","The Role As a Full Stack Engineer, you'll work across our entire stack with our CTO (Nikki) and the rest of our engineering team — from the React frontend to the Node/TypeScript backend — to build the product surface where institutions interact with their data and AI agents. This is a 0 → 1 opportunity to ship features end-to-end on a product that moves institutional data at scale, runs privately hosted frontier models, and delivers low-latency insights to non-technical users making real..."
li_4318543353,linkedin,Software Engineer,Candid Health,"[""Java/Python"", ""SQL"", ""Web Framework""]","You will contribute to the full software development lifecycle, ensure high scalable, reliable and performance of our products and customer experience. If you thrive in a fast-paced, collaborative environment, are driven by customer outcomes, and are committed to crafting robust and scalable solutions, we would like you to join us! The listed range is a guideline from Pave data, and the actual base salary may be modified based on factors including job-related skills, experience/qualifications,..."
li_4424935425,linkedin,Software Engineer - JobID-0187,Innovative Defense Technologies (IDT),"[""Agile/Scrum"", ""CI/CD"", ""Cybersecurity"", ""Java/Python"", ""Linux Administration"", ""Process Optimization"", ""SQL"", ""Version Control""]","4+ years of professional software development experience. Experience supporting the development, modernization, or sustainment of complex software systems. Experience working within Agile development environments."
li_4216835285,linkedin,Fullstack Engineer,Reframe,"[""API Design"", ""CI/CD"", ""SQL"", ""Version Control"", ""Web Framework""]","About Reframe Reframe is an app to help people cut back on drinking alcohol and discover the best version of themselves. Our mission is to help people achieve what we call peak human condition (best version of themselves mentally, physically, emotionally) by helping people build great habits and manage their emotions (which is also how we help people cut back on drinking) through an end-to-end lifestyle management system. The Opportunity To take Reframe to the next level, we're looking for a..."
li_4409361649,linkedin,Software Engineer - Back End,Infinite Convergence Solutions,"[""Agile/Scrum"", ""Algorithm Design"", ""Cryptography"", ""Cybersecurity"", ""Data Structure"", ""Java/Python"", ""Linux Administration"", ""SQL"", ""Web Framework"", ""Web Services""]","Job Description Infinite Convergence Solutions is looking for an experienced Software Development Engineer (Back-end) to join our growing NetSfere Enterprise team. The NetSfere Enterprise team is transforming the way businesses communicate and collaborate with its industry leading cloud-based platform built from the grounds up with the enterprise in mind, offering the most holistic, secure, all-in-one communication solution on the market. You will work with a collaborative team of architects..."
li_4411153924,linkedin,Mid-Level Back End Software Developer,Grid Networks,"[""Agile/Scrum"", ""CI/CD"", ""Java/Python"", ""Linux Administration"", ""SQL"", ""TCP/IP Protocol"", ""Version Control""]","At Grid, we develop products and services to meet customer needs with a focus on mobile connectivity, backbone networking, and IoT solutions leveraging expertise in 3GPP 5G/4G/LTE/3G and VSAT communications technologies. You will be working collaboratively to design, develop, deploy and maintain back-end services that power our innovative solutions. This is a flexible in-office position and an excellent opportunity to contribute to solutions that power the next generation of telecommunications..."
li_4424755464,linkedin,AI Engineer,Cerberus Capital Management,"[""AI Application"", ""Agile/Scrum"", ""Backend Development"", ""CI/CD"", ""Decision Tree/KNN/SVM"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""SQL"", ""UI Prototyping"", ""Version Control"", ""Web Services""]","About the job As an AI engineer on the AI team at Cerberus, you’ll work on high-impact projects that combine the pace of a startup with the reach of a global investment platform. Our team partners directly with internal investment desks as well as portfolio companies across industries to build and deploy machine learning systems that accelerate decision-making and unlock business value. Your Experience We’re a small, high-impact team with a broad remit and diverse technical backgrounds."
li_4420635040,linkedin,DC Operations Analyst,Sweetwater,"[""Dashboard & Reporting"", ""Process Optimization"", ""SQL""]","Job Requirements Sweetwater, the nation's number one online retailer of music instruments and pro audio gear, is seeking to hire an analytical, detailed, and enthusiastic Distribution Center Operations Analyst to join our growing Analytical team! In this role, you will serve as an embedded operational analytics partner within the fulfillment operation. You will play a critical role in our environment (operating on internally developed systems) where operational visibility, exception..."
li_4414198720,linkedin,"Analyst II, Full Stack (Core Analytics)",Affirm,"[""ETL Process"", ""SQL"", ""Usability Testing"", ""Version Control""]","Our team improves the developer experience across Affirm by building scalable data infrastructure, streamlining workflows, and fostering a culture of learning and documentation. The Risk & Analytics team makes crucial decisions that direct Affirm’s business strategy. Affirmers in proximal roles have the flexibility to work remotely, but will occasionally be required to work out of their assigned Affirm office."
li_4436198090,linkedin,UX/UI Engineer,Concordare Trials,"[""UI Prototyping"", ""UX Research"", ""Version Control"", ""Web Framework""]","Why this role exists We build software for clinical research teams at academic medical centers. What You'll Do - Own the end-to-end experience for key workflows, from problem framing and user research through interaction design, prototyping, and shipped front-end code. - Turn complex, information-dense tasks into clear, low-friction interfaces. When you see complexity, your first question is whether the user should ever have to see it. - You hold both craft and pragmatism: you care about..."
li_4435009291,linkedin,Application Developer II - Muscatine,Musco Lighting,"[""Dashboard & Reporting"", ""Java/Python"", ""Requirements Engineering"", ""System Architecture""]","Application Developer II The Musco Information Technology team has an opening for an Application Developer II in our Muscatine, IA office. The Application Developer II is responsible for working with assigned business areas to provide needed information and software tools to support business objectives. An Application Developer II is expected to solely manage the development process of small projects."
li_4412252557,linkedin,Backend Software Engineer - Generalist,Rune Technologies,"[""Algorithm Design"", ""Java/Python"", ""Machine Learning""]","About Rune Rune Technologies builds mission-critical software for military logistics and sustainment. As a Backend Software Engineer at Rune, you will be part of a high-impact team working at the intersection of advanced logistics algorithms, modern AI enabled software, and complex system integrations — all in support of the warfighter at the tactical edge. Desired Qualifications - Experience working on software in defense, aerospace, or other complex operational domains. - Familiarity with..."
li_4435526101,linkedin,Clinical Data Analyst,Deloitte,"[""Dashboard & Reporting"", ""Java/Python"", ""SQL"", ""Version Control""]","This opportunity sits within our Deloitte US Delivery Center model, which is dedicated to driving impactful business services. It leverages Deloitte's scale and talent, as well as a center delivery model to provide high-quality, cost-effective service with standardized processes and procedures to service businesses across Deloitte. With the resources of Deloitte and a community feel, the delivery center model provides high-quality services to our clients."
li_4426582173,linkedin,UX Product Designer - Encore Program,Deloitte,"[""Process Optimization"", ""UI Prototyping"", ""UX Research"", ""Usability Testing""]","Role Overview: As a UX Product Designer for the Deloitte DT-US Product Engineering team, you will be tasked with solving complex challenges through elegant, user-centered design solutions. Join us in shaping the future of design! You are a user-centered design expert and will lead the creation of design strategy and vision, shaping big-picture workflow and product direction while also delivering high-quality visual and interaction design elements."
li_4264560342,linkedin,UI/UX Designer,Cymertek Corporation,"[""Agile/Scrum"", ""Cybersecurity"", ""UI Prototyping"", ""UX Research"", ""Usability Testing""]","We look forward to you joining our family. *** SIMILAR CAREER TITLES Product Designer, Interaction Designer, Visual Designer, User Experience Designer, User Interface Designer, UX Researcher, Information Architect, Front-End Designer, Creative Designer, Digital Designer, etc. Some contracts give 4-5 years experience credit for a Bachelor's Degree. Some contracts give 2 years experience credit for a Master's Degree."
li_4318641170,linkedin,Senior Software Engineer (Backend),Panda Restaurant Group,"[""Java/Python""]","They work with databases, APIs, and server-side programming languages to build robust and scalable systems that support user interfaces Job Responsibilities - Leads the design and development of Server-Side Logic. Whether it’s impacting our team or the communities we work in, we’re proud to be an organization that embraces family values. Additionally, Panda Restaurant Group, Inc. complies with all federal, state, and local laws regarding requests for workplace accommodation."
li_4404343955,linkedin,Staff Software Engineer,The Cypress Group,"[""SQL""]","We are an early-stage, well-funded team building software to automate complex, business-critical workflows. We are focused on high stakes domains where correctness and reliability matter. This is a backend-heavy role, where you will spend most of your time designing and building systems in TypeScript using NestJS."
li_4422929615,linkedin,Software Engineer,Yuma,"[""CI/CD"", ""Java/Python"", ""Machine Learning""]","About Yuma Yuma invests in, builds, and scales infrastructure in the Bittensor ecosystem. Within Bittensor we are among the largest decentralized AI infrastructure providers, operate the largest investment fund, partner with large exchanges to provide asset services, and invest in and incubate other growing companies. You’ll help design and scale the core systems that underpin our decentralized AI infrastructure and related products — from high-performance data pipelines to API services."
li_4423075058,linkedin,"Software Engineer, Product",Kalshi,"[""API Design"", ""Algorithm Design"", ""Java/Python"", ""SQL"", ""Usability Testing""]","We believe prediction markets have the potential to be the largest financial market because they turn anything into a financial position. - Our vision: well… build the largest financial market on the planet. - Our mission: bring more truth to the world through the power of markets. We are looking for ambitious and exceptional people to join our (relatively small) team to help us build the next generation of financial markets. Role Roadmap As a Software Engineer, Product at Kalshi, you’ll build..."
li_4365119665,linkedin,Software Engineer III,Motion,"[""Classification"", ""ERP"", ""Workflow Design""]","Summary Under limited supervision, the Software Engineer III develops information systems by designing, developing, and installing increasingly complex software solutions, and testing This position improves operations by conducting systems analysis and recommending changes in policies and procedures with limited supervision. Education & Experience Typically requires a bachelor’s degree in computer science, software engineering, or a related field and five (5) to eight (8) years of related..."
li_4428714625,linkedin,Business Analyst,Dexter,"[""Dashboard & Reporting"", ""Data Modeling"", ""ERP"", ""Process Optimization"", ""SQL""]","These individual combines strong analytical skills with business acumen to identify opportunities, improve operational performance, and support strategic initiatives across eCommerce, product, customer, and commercial functions. This role partners cross-functionally with sales, marketing, finance, operations, customer service, and technology teams to support growth initiatives, optimize performance, and enhance customer experience. Success in this role requires a balance of strategic thinking,..."
li_4368833518,linkedin,Data Analyst,STI,"[""Dashboard & Reporting"", ""ETL Process"", ""Java/Python"", ""Machine Learning"", ""Predictive Modeling"", ""SQL""]","Data Analyst is responsible for collecting, processing, and analyzing data to help make data-driven decisions. Job Summary The Data Analyst is responsible for collecting, processing, and analyzing data to help organizations make data-driven decisions. Experience with data visualization tools like Tableau, Power BI, or Google Data Studio."
li_4323760824,linkedin,"Software Engineer, Backend",Clay,"[""Database Design"", ""Java/Python"", ""Performance Measurement"", ""Query Optimization"", ""SQL"", ""Web Framework""]","Our team members are also DJs, activists, writers, clowns, marathoners, skydivers, psychedelic therapists, social workers, and more. - All employees can work for free with world-class coaches who specialize in creativity, management, and more. - Our operating principles — including negative maintenance and non-attached action — guide our work. As a Software Engineer on the Performance team, you'll be responsible for identifying these problems and then developing systems that optimize the..."
li_4413476478,linkedin,Software Engineer III,Motion,"[""Classification"", ""ERP"", ""Workflow Design""]","Summary Under limited supervision, the Software Engineer III develops information systems by designing, developing, and installing increasingly complex software solutions, and testing This position improves operations by conducting systems analysis and recommending changes in policies and procedures with limited supervision. Education & Experience Typically requires a bachelor’s degree in computer science, software engineering, or a related field and five (5) to eight (8) years of related..."
li_4406517802,linkedin,UI/UX Designer,By Light Professional IT Services,"[""Agile/Scrum"", ""Java/Python"", ""UI Prototyping"", ""Web Framework"", ""Wireframing""]","Cole Engineering Services (CESI), a By Light company, is recognized as a premier provider of modeling and simulation (M&S) training solutions to the Federal Government and industry. Position Overview Cole Engineering Services is seeking a highly motivated candidate to support User Experience and User Interface (UX/UI). Candidates should have experience with design software and wireframe tools."
li_4435373470,linkedin,Product Data Operations Analyst,NEFCO,"[""Classification"", ""Dashboard & Reporting"", ""ERP"", ""ETL Process"", ""Java/Python"", ""SQL""]","Description NEFCO is scaling from $1B to $5B, and high-quality product data is foundational to that growth. We are looking for a detail-oriented, technically curious Product Data Operations Analyst to maintain, enrich, and improve product data quality across ERP, PIM, supplier, and analytics systems — while identifying opportunities to automate workflows and strengthen data governance."
li_4382545707,linkedin,Backend Engineer,Made Card,"[""CI/CD"", ""Data Modeling"", ""Java/Python"", ""SQL"", ""Web Services""]","Each swipe powers a personalized home management platform where users can manage home systems & appliances, stay ahead on upkeep, and get help - from AI-driven guidance to in-person services - exactly when they need it most. About The Role We’re looking for a Backend Engineer to help build and scale the services that power the Made Card and homeowner platform. Why Join Made Now You’ll be an early backend engineer helping to build the foundation of Made’s core services."
li_4431840747,linkedin,Supply Chain Data Analyst,doTERRA International LLC,"[""Dashboard & Reporting"", ""Java/Python"", ""SQL"", ""Version Control""]","Job Description: Analysts in this role act as internal consultants who provide reporting and analysis to the Operations department using Tableau, Snowflake, and other analytics tools. Individuals in this role work to identify valuable data insights and effectively communicate these insights to stakeholders. Additionally, we support company leadership by gathering and presenting specifically requested data."
li_4318230246,linkedin,"Staff Software Engineer, Backend",Finch,"[""Backend Development"", ""ETL Process"", ""SQL""]",About Our Team We're a team of problem solvers who aren’t afraid to challenge assumptions. Everyone on the team is excited about the scope of the problems we address and the potential impact our work can have on the global workforce. You value your customers and your peers and want to succeed as a team.
li_4429111118,linkedin,Software Developer,Harris Computer,"[""CI/CD"", ""ERP"", ""Java/Python"", ""SQL"", ""Version Control""]","We are looking for an intermediate Software Developer to join the NextGen R&D team at Harris School Solutions. The team is transferring deep product knowledge, reducing reliance on individual subject matter experts, modernizing legacy functionality, and changing how software is built through AI-assisted and agentic development practices. What Success Looks Like The successful candidate will build working knowledge of the NextGen Classic platform and NextGen 2.0 architecture, contribute to bug..."
li_4430884852,linkedin,Machine Learning Engineer,Booz Allen Hamilton,"[""AI Application"", ""Algorithm Design"", ""Clustering"", ""Java/Python"", ""Machine Learning""]","You’ll be part of a large community of machine learning engineers across the company and collaborate with data engineers, data scientists, solutions architects, and product owners to deliver world-class solutions to implement a wide variety of AI use cases. Candidate AI Usage Policy AI is a part of our daily work at Booz Allen, and we are committed to the responsible and ethical use of AI tools. You may also be required to work from or visit a customer facility. - Onsite: If this position is..."
li_4417885941,linkedin,Machine Learning Engineer II (Servicing ML),Affirm,"[""AI Application"", ""Classification"", ""Decision Tree/KNN/SVM"", ""ETL Process"", ""Java/Python"", ""Machine Learning""]","Affirm focuses on providing a simple and transparent pay structure which is based on a variety of factors, including location, experience and job-related skills. Affirmers in proximal roles have the flexibility to work remotely, but will occasionally be required to work out of their assigned Affirm office. A limited number of roles remain office-based due to the nature of their job responsibilities."
li_4417892917,linkedin,Machine Learning Engineer II (Servicing ML),Affirm,"[""AI Application"", ""Classification"", ""Decision Tree/KNN/SVM"", ""ETL Process"", ""Java/Python"", ""Machine Learning""]","Affirm focuses on providing a simple and transparent pay structure which is based on a variety of factors, including location, experience and job-related skills. Affirmers in proximal roles have the flexibility to work remotely, but will occasionally be required to work out of their assigned Affirm office. A limited number of roles remain office-based due to the nature of their job responsibilities."
li_4430883789,linkedin,Machine Learning Engineer,Booz Allen Hamilton,"[""AI Application"", ""Algorithm Design"", ""Clustering"", ""Java/Python"", ""Machine Learning""]","You’ll be part of a large community of machine learning engineers across the company and collaborate with data engineers, data scientists, solutions architects, and product owners to deliver world-class solutions to implement a wide variety of AI use cases. Candidate AI Usage Policy AI is a part of our daily work at Booz Allen, and we are committed to the responsible and ethical use of AI tools. You may also be required to work from or visit a customer facility. - Onsite: If this position is..."
li_4417365243,linkedin,"Software Engineer, Platform",Mercor,[],"Our vast talent network trains frontier AI models in the same way teachers teach students: by sharing knowledge, experience, and context that can't be captured in code alone. Achieving this requires an ambitious, fast-paced and deeply committed team. Our vast talent network trains frontier AI models in the same way teachers teach students: by sharing knowledge, experience, and context that can't be captured in code alone."
li_4423556895,linkedin,Agentic AI Machine Learning Engineer,Booz Allen Hamilton,"[""AI Application"", ""Machine Learning"", ""Neural Network""]","We’re looking for an engineer like you to create artificial intelligence (AI) and machine learning (ML) enabled solutions that help solve our toughest challenges facing the Defense and Intelligence sectors. On our team, you’ll design, create, and implement complete AI systems that will transform client operations, increase data accessibility, and optimize AI and ML systems. Candidate AI Usage Policy AI is a part of our daily work at Booz Allen, and we are committed to the responsible and..."
li_4429223158,linkedin,Software Engineer,RVO Health,"[""Algorithm Design"", ""Backend Development"", ""CI/CD"", ""Data Structure"", ""Java/Python"", ""OOP Principles"", ""SQL"", ""Software Testing"", ""System Architecture"", ""Version Control""]","This role will support our online care platform requiring work in various capacities and adaptation to different work arrangements based on the needs set by the business. The successful candidate will be responsible for fulfilling their job duties in the following work situations: Where You'll Be To prioritize togetherness, culture, and accountability, RVO Health operates on an in-office work schedule. Employment at RVO Health is based solely on a person's merit and qualifications."
li_4417894910,linkedin,Machine Learning Engineer II (Servicing ML),Affirm,"[""AI Application"", ""Classification"", ""Decision Tree/KNN/SVM"", ""ETL Process"", ""Java/Python"", ""Machine Learning""]","Affirm focuses on providing a simple and transparent pay structure which is based on a variety of factors, including location, experience and job-related skills. Affirmers in proximal roles have the flexibility to work remotely, but will occasionally be required to work out of their assigned Affirm office. A limited number of roles remain office-based due to the nature of their job responsibilities."
li_4247854605,linkedin,"Software Engineer, Full Stack",Sift,"[""CI/CD"", ""Dashboard & Reporting"", ""Java/Python"", ""Linux Administration"", ""SQL"", ""Version Control"", ""Web Framework""]","About Sift Sift is the data infrastructure platform for hardware engineering teams. We collaborate in person twice a week—on Mondays and Thursdays—and come together for a full week every two months. Person Required: Must be a U.S. citizen, lawful permanent resident, or protected individual such as an asylee or refugee in compliance with ITAR (International Traffic in Arms Regulations) / EAR (Export Administration Regulations) regulations."
li_4432101631,linkedin,Machine Learning Engineer,Capgemini,"[""AI Application"", ""Algorithm Design"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""Predictive Modeling"", ""SDLC"", ""SQL""]","Capgemini Government Solutions (CGS) LLC is seeking a highly motivated Machine Learning (ML) Engineer with an active security clearance to deliver high-quality code components to power the services, servers, distributed systems, and backend architecture. As a part of the rapidly expanding CGS Data and AI practice, the candidate will also help our clients develop, deploy, and modernize their data estates and pipelines. At Capgemini, it is not typical for an individual to be hired at or near the..."
li_4366920822,linkedin,User Experience Designer,AppFolio,"[""Agile/Scrum"", ""UX Research"", ""Usability Testing""]","Because together, we have the power to create extraordinary outcomes for our customers, our communities, and ourselves. We learn as much from each other as we do our customers and our communities. Learn more at appfolio.com/company/careers Statement of Equal Opportunity At AppFolio, we value diversity in backgrounds and perspectives and depend on it to drive our innovative culture."
li_4417888949,linkedin,Machine Learning Engineer II (Servicing ML),Affirm,"[""AI Application"", ""Classification"", ""Decision Tree/KNN/SVM"", ""ETL Process"", ""Java/Python"", ""Machine Learning""]","Affirm focuses on providing a simple and transparent pay structure which is based on a variety of factors, including location, experience and job-related skills. Affirmers in proximal roles have the flexibility to work remotely, but will occasionally be required to work out of their assigned Affirm office. A limited number of roles remain office-based due to the nature of their job responsibilities."
li_4424784934,linkedin,UX Graphics Designer,CompoSecure,"[""Requirements Engineering"", ""UI Prototyping"", ""UX Research"", ""Usability Testing"", ""Wireframing""]","The UX Graphics Designer is responsible for creating intuitive, user-centered experiences. Any unsolicited resumes sent to CompoSecure, including to our employees, will become the property of CompoSecure and may be used without any obligation to pay referral or placement fees. Any agency or recruiter seeking to work with CompoSecure's Talent Acquisition Team should contact our team directly by sending an email to recruiting@composecure.com."
li_4411827298,linkedin,"Machine Learning Engineer II, CNN Digital Products and Services",CNN,"[""AI Application"", ""CI/CD"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""SQL"", ""Usability Testing"", ""Version Control""]","Our ML/AI team works at the intersection of journalism, technology, and user experience, building systems that help people discover and engage with the news that matters to them. Your New Role… CNN is seeking a Machine Learning Engineer II to build and deploy ML systems that power personalization, search, recommendations, and content understanding for millions of users across CNN's digital platforms. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on..."
li_4436948783,linkedin,Website UI/UX Designer,Inflection (Angel List Syndicate),"[""Cryptography"", ""UI Prototyping"", ""Usability Testing""]","Developers are integrating World ID to build safer online experiences and create spaces where real people can participate, earn, and be recognized in ways AI simply can’t replicate. About The Role: We are building a generational brand with World - one of the leading projects in the age of AI. We’re looking for a UI/UX Designer who can craft intuitive, high-quality digital experiences across our ecosystem, with a primary focus on web (90%) and product design (10%)."
li_4286413500,linkedin,Senior Backend Engineer,David AI,"[""Backend Development"", ""CI/CD"", ""Database Design"", ""Machine Learning"", ""SQL"", ""Web Framework""]","About Our Engineering Team At David AI, our engineers build the pipelines, platforms, and models that transform raw audio into high-signal data for leading AI labs and enterprises. About This Role As a Senior Backend Engineer at David AI, you’ll work across product surfaces to design clean APIs, build scalable services, and keep our systems performant under the weight of terabytes of audio data. In this role, you will - Design, build, and maintain production-grade backend services that power..."
li_4434676109,linkedin,Software Engineer,Thazen,"[""Java/Python"", ""Linux Administration"", ""Software Testing"", ""Use Case Design"", ""WBS & Scheduling""]","Software Developer We are seeking a talented Software Developer to join our team. This role involves creating, testing, and debugging software applications, and collaborating with our team to ensure the delivery of high-quality software throughout the development lifecycle."
li_4426503882,linkedin,"Senior Software Engineer I, APPT",Etsy,"[""API Design"", ""Backend Development"", ""Dashboard & Reporting"", ""Java/Python"", ""Version Control""]","For candidates within commutable distance, Etsy requires in-office attendance once or twice per week depending on your proximity to the office. Etsy offers different work modes to meet the variety of needs and preferences of our team. What’s this team like at Etsy? - You will be part of an engineering team within App T , responsible for driving users to land in our app."
li_4383831666,linkedin,"Software Engineer, Backend",Opto Investments,"[""API Design"", ""CI/CD"", ""Data Modeling"", ""Java/Python"", ""Software Testing"", ""Version Control"", ""Web Framework""]","Opto is a revolutionary end-to-end solution for wealth managers of any size- from small investment advisors to large multi-family offices to private banks- to build, fundraise for, and manage private markets programs at scale. We are end-to-end owners of engineering problems and solutions who constantly challenge one another to evolve as builders and collaborators. Our tech stack continues to evolve, driven by our shared principles of optimizing for modularity, scalability, and team-level..."
li_4428410964,linkedin,Software Engineer,Docusign,"[""Agile/Scrum"", ""Algorithm Design"", ""Backend Development"", ""Dashboard & Reporting"", ""Data Structure"", ""Java/Python"", ""Process Optimization"", ""Version Control""]","What you'll do We are looking for a Software Engineer for the Extensibility Platform team, to help us build and scale the App Development/Packaging/Distribution and Extensions Platform for Docusign. Docusign reserves the right to change a position's job designation depending on business needs and as permitted by local law. We each have a responsibility to ensure every team member has an equal opportunity to succeed, to be heard, to exchange ideas openly, to build lasting relationships, and to..."
li_4432602410,linkedin,Backend Engineer,SKIMS,"[""Backend Development"", ""Java/Python"", ""Process Optimization"", ""Requirements Engineering""]","Our teams are built on creativity, collaboration, and operational excellence, and we are committed to fostering an inclusive, high-performance environment where ambitious, curious, and values-driven individuals can do the best work of their careers. We are looking for a talented Backend Engineer to help build and scale enterprise-grade applications that power critical business operations. You will work closely with product managers, business stakeholders, and engineers across the organization..."
